embedding_model,reranker_scenario,reranker_description,question_id,question,correct_answer,model_answer,is_correct,bleu,f1,response_time,error_message
MiniLM-L12,cross_encoder,Cross-Encoder MS-MARCO,137,أجر صيام يوم عرفة للحاج:,ب, ب: لا يُسن للحاج صيام يوم عرفة ,False,0.008811835296733616,0.0,3.7312545776367188,
MiniLM-L12,cross_encoder,Cross-Encoder MS-MARCO,138,أجر صيام يوم عاشوراء:,ب, الجواب: ب: يكفر السنة التي قبله فقط ,True,0.007805988703535686,1.0,4.274301767349243,
MiniLM-L12,cross_encoder,Cross-Encoder MS-MARCO,139,ليلة القدر هي:,أ, الجواب: أ: ليلة من العشر الأواخر من رمضان ,True,0.006883858510498897,1.0,4.4921875,
MiniLM-L12,cross_encoder,Cross-Encoder MS-MARCO,140,القهقهة (الضحك بصوت) في الصلاة حسب المذهب المالكي:,أ, أ: القهقهة تبطل الصلاة ولا تنقض الوضوء ,True,0.007313425995364251,1.0,4.380429744720459,
MiniLM-L12,mini_reranker,miniReranker Arabic v1,1,حكم الطهارة لمن أراد أداء الصلاة:,أ, الجواب: أ: واجبة بإجماع المسلمين ,True,0.008377152169377823,1.0,6.8141396045684814,
MiniLM-L12,mini_reranker,miniReranker Arabic v1,2,ما هو حكم الوضوء بفضل وضوء مسلم آخر:,ب, ب: جائز بإجماع العلماء ,True,0.011199617145528714,1.0,4.670783996582031,
MiniLM-L12,mini_reranker,miniReranker Arabic v1,3,حكم وضوء الرجل والمرأة معاً في إناء واحد:,ج, الجواب: ج: جائز بإجماع العلماء ,True,0.008811835296733616,1.0,3.3489127159118652,
MiniLM-L12,mini_reranker,miniReranker Arabic v1,4,حكم ماء البحر للوضوء:,أ, الإجابة الصحيحة هي: أ: طهور بإجماع العلماء ,True,0.0067525623389387635,1.0,3.3847365379333496,
MiniLM-L12,mini_reranker,miniReranker Arabic v1,5,حكم الوضوء بالمائعات غير الماء:,ب, ب: لا يجوز بإجماع العلماء (عدا النبيذ محل خلاف) ,True,0.00616976802746866,1.0,4.524956703186035,
MiniLM-L12,mini_reranker,miniReranker Arabic v1,6,حكم الاستنجاء بالماء:,ب, ب: جائز ومجمع عليه ,True,0.013038525962482981,1.0,3.2014691829681396,
MiniLM-L12,mini_reranker,miniReranker Arabic v1,7,حكم الاستجمار بالأحجار:,ب, ب: جائز ومجمع عليه ,True,0.013038525962482981,1.0,3.6357204914093018,
MiniLM-L12,mini_reranker,miniReranker Arabic v1,8,حكم الجمع بين الاستجمار والاستنجاء بالماء:,ب, ب: جائز ومجمع عليه ,True,0.013038525962482981,1.0,3.2076735496520996,
MiniLM-L12,mini_reranker,miniReranker Arabic v1,9,حكم الاستجمار بغير الحجارة:,ب, ب: جائز بالطاهر المنقي ما لم يكن طعاماً ,True,0.0071638813215387015,1.0,3.704242467880249,
MiniLM-L12,mini_reranker,miniReranker Arabic v1,10,حكم الاستجمار مع وجود الماء:,ب, ب: جائز ومجمع عليه ,True,0.013038525962482981,1.0,3.9048988819122314,
MiniLM-L12,mini_reranker,miniReranker Arabic v1,11,حكم الاستنجاء باليد اليمنى:,ب, ب: منهي عنه بإجماع العلماء ,True,0.009849574084214482,1.0,4.085751295089722,
MiniLM-L12,mini_reranker,miniReranker Arabic v1,12,حكم السواك عند الصلاة:,ب, ب: مستحب ومشروع بإجماع العلماء ,True,0.008811835296733616,1.0,4.34184455871582,
MiniLM-L12,mini_reranker,miniReranker Arabic v1,13,حكم الختان للرجال:,ب, ب: من سنن الإسلام ومشروع بإجماع العلماء ,True,0.0071638813215387015,1.0,3.4966092109680176,
MiniLM-L12,mini_reranker,miniReranker Arabic v1,14,حكم التثليث في الوضوء:,ب, ب: غير واجب بإجماع العلماء ,True,0.009849574084214482,1.0,3.28672194480896,
MiniLM-L12,mini_reranker,miniReranker Arabic v1,15,ما هو حكم استقبال القبلة في الصلاة:,ب, ب: واجب بإجماع العلماء ,True,0.011199617145528714,1.0,3.702476739883423,
MiniLM-L12,mini_reranker,miniReranker Arabic v1,16,حكم الطهارة للصلاة:,ب, ب: واجبة بإجماع المسلمين ,True,0.010477009940175953,1.0,3.38148832321167,
MiniLM-L12,mini_reranker,miniReranker Arabic v1,17,حكم قراءة الفاتحة في الصلاة:,ب, ب: واجبة بإجماع العلماء ,True,0.010825057921671676,1.0,3.8971290588378906,
MiniLM-L12,mini_reranker,miniReranker Arabic v1,18,حكم الزكاة في الإسلام:,ب, ب: واجبة بإجماع المسلمين ,True,0.010477009940175953,1.0,2.6102652549743652,
MiniLM-L12,mini_reranker,miniReranker Arabic v1,19,حكم التيمم عند عدم وجود الماء:,ب, ب: جائز بإجماع العلماء ,True,0.011199617145528714,1.0,4.708884954452515,
MiniLM-L12,mini_reranker,miniReranker Arabic v1,20,حكم المسح على الخفين:,ب, ب: جائز بإجماع العلماء ,True,0.011199617145528714,1.0,3.536486864089966,
MiniLM-L12,mini_reranker,miniReranker Arabic v1,21,حكم الصلاة على الميت:,ب, ب: فرض كفاية بإجماع العلماء ,True,0.009565665109256835,1.0,3.2897794246673584,
MiniLM-L12,mini_reranker,miniReranker Arabic v1,22,حكم سجود السهو:,ب, ب: واجب عند جمهور العلماء ,True,0.01015265650850611,1.0,2.895986557006836,
MiniLM-L12,mini_reranker,miniReranker Arabic v1,23,حكم صلاة الجمعة على الرجال:,ب, ب: فرض عين بإجماع العلماء ,True,0.01015265650850611,1.0,3.4065048694610596,
MiniLM-L12,mini_reranker,miniReranker Arabic v1,24,حكم صلاة العيدين:,ب, ب: سنة مؤكدة عند جمهور العلماء ,True,0.008811835296733616,1.0,3.017298460006714,
MiniLM-L12,mini_reranker,miniReranker Arabic v1,25,حكم العمرة في العمر:,ب, الجواب: أ: سنة مؤكدة ,False,0.012042033681462784,0.0,3.208502769470215,
MiniLM-L12,mini_reranker,miniReranker Arabic v1,26,حكم صلاة التراويح:,ب, ب: سنة مؤكدة بإجماع العلماء ,True,0.009565665109256835,1.0,2.9514143466949463,
MiniLM-L12,mini_reranker,miniReranker Arabic v1,27,حكم البيع بشرط الخيار:,ب, ب: جائز بإجماع العلماء ,True,0.011199617145528714,1.0,2.749634265899658,
MiniLM-L12,mini_reranker,miniReranker Arabic v1,28,حكم بيع الذهب بالذهب متفاضلاً (مع زيادة):,ب, ب: محرم بإجماع العلماء ,True,0.011199617145528714,1.0,3.882103681564331,
MiniLM-L12,mini_reranker,miniReranker Arabic v1,29,حكم بيع الفضة بالفضة متفاضلاً:,ب, ب: محرم بإجماع العلماء ,True,0.011199617145528714,1.0,3.0421206951141357,
MiniLM-L12,mini_reranker,miniReranker Arabic v1,30,حكم بيع الطعام بالطعام متفاضلاً:,ب, ب: محرم بإجماع العلماء ,True,0.011199617145528714,1.0,3.10406231880188,
MiniLM-L12,mini_reranker,miniReranker Arabic v1,31,حكم بيع العربون:,ب, الجواب: أ: محرم بإجماع العلماء ,False,0.008811835296733616,0.0,3.8988006114959717,
MiniLM-L12,mini_reranker,miniReranker Arabic v1,32,حكم الشفعة في العقار:,ب, ب: ثابتة بإجماع العلماء ,True,0.010825057921671676,1.0,3.8355584144592285,
MiniLM-L12,mini_reranker,miniReranker Arabic v1,33,حكم الوقف في الإسلام:,ب, ب: جائز ومستحب بإجماع العلماء ,True,0.009048295247234425,1.0,3.2446584701538086,
MiniLM-L12,mini_reranker,miniReranker Arabic v1,34,حكم الهبة:,ب, ب: جائزة ومستحبة بإجماع العلماء ,True,0.008588486560503192,1.0,3.0272295475006104,
MiniLM-L12,mini_reranker,miniReranker Arabic v1,35,حكم العارية:,ب, ب: جائزة بإجماع العلماء ,True,0.010825057921671676,1.0,2.632216215133667,
MiniLM-L12,mini_reranker,miniReranker Arabic v1,36,حكم إعارة السلاح في الفتنة:,ب, ب: محرمة بإجماع العلماء ,True,0.010825057921671676,1.0,3.7658281326293945,
MiniLM-L12,mini_reranker,miniReranker Arabic v1,37,حكم الوديعة (حفظ المال):,ب, الجواب: ب: جائزة وواجبة عند الجمهور ,True,0.007805988703535686,1.0,5.228350877761841,
MiniLM-L12,mini_reranker,miniReranker Arabic v1,38,حكم الوكالة:,ب, ب: جائزة بإجماع العلماء ,True,0.010825057921671676,1.0,3.216921091079712,
MiniLM-L12,mini_reranker,miniReranker Arabic v1,39,حكم المضاربة (شركة بين مال وعمل):,ب, ب: جائزة بإجماع العلماء ,True,0.010825057921671676,1.0,2.9624381065368652,
MiniLM-L12,mini_reranker,miniReranker Arabic v1,40,حكم المساقاة (شركة بين شجر وعمل):,ب, ب: جائزة بإجماع العلماء ,True,0.010825057921671676,1.0,2.98425030708313,
MiniLM-L12,mini_reranker,miniReranker Arabic v1,41,حكم المزارعة (شركة بين أرض وعمل):,ب, ب: جائزة بإجماع العلماء ,True,0.010825057921671676,1.0,4.132649660110474,
MiniLM-L12,mini_reranker,miniReranker Arabic v1,42,حكم الصلح بين الخصوم:,ب, ب: جائز ومستحب بإجماع العلماء ,True,0.009048295247234425,1.0,3.774583339691162,
MiniLM-L12,mini_reranker,miniReranker Arabic v1,43,حكم الإبراء من الدين:,ب, ب: جائز بإجماع العلماء ,True,0.011199617145528714,1.0,2.918505907058716,
MiniLM-L12,mini_reranker,miniReranker Arabic v1,44,حكم إجارة العين لمالكها:,ب, الجواب: ب: جائزة عند جمهور العلماء ,True,0.007986728673290205,1.0,3.4107441902160645,
MiniLM-L12,mini_reranker,miniReranker Arabic v1,45,حكم الإجارة على الأعمال المحرمة:,ب, ب: باطلة ومحرمة بإجماع العلماء ,True,0.008811835296733616,1.0,3.5056629180908203,
MiniLM-L12,mini_reranker,miniReranker Arabic v1,46,حكم إجارة الرجل لامرأة أجنبية للإرضاع:,ب, الجواب: أ: محرمة بإجماع العلماء ,False,0.008588486560503192,0.0,3.90583872795105,
MiniLM-L12,mini_reranker,miniReranker Arabic v1,47,حكم الجعالة (جعل أجرة على عمل مجهول):,ب, الجواب: ج: مكروهة عند الجمهور ,False,0.009048295247234425,0.0,3.92877459526062,
MiniLM-L12,mini_reranker,miniReranker Arabic v1,48,حكم السبق (الجائزة) في المسابقات:,ب, ب: جائز في الخيل والإبل والسهام بإجماع العلماء ,True,0.006277466950757328,1.0,3.8298096656799316,
MiniLM-L12,mini_reranker,miniReranker Arabic v1,49,حكم الرهن:,ب, ب: جائز بإجماع العلماء ,True,0.011199617145528714,1.0,3.303436040878296,
MiniLM-L12,mini_reranker,miniReranker Arabic v1,50,حكم الكفالة والضمان:,ب, ب: الكفالة والضمان جائزان بإجماع العلماء ,True,0.00702083472657119,1.0,4.067071199417114,
MiniLM-L12,mini_reranker,miniReranker Arabic v1,51,حكم الحوالة:,ب, ب: الحوالة جائزة بإجماع العلماء ,True,0.008588486560503192,1.0,2.8897368907928467,
MiniLM-L12,mini_reranker,miniReranker Arabic v1,52,حكم الأيمان:,ب, ب: الأيمان جائزة بالله وصفاته ,True,0.009048295247234425,1.0,3.765141248703003,
MiniLM-L12,mini_reranker,miniReranker Arabic v1,53,حكم الصيد بالكلب المعلم:,ب, ب: الصيد بالكلب المعلم جائز بإجماع العلماء ,True,0.0067525623389387635,1.0,3.236696481704712,
MiniLM-L12,mini_reranker,miniReranker Arabic v1,54,حكم الذبائح:,ب, ب: الذبائح حلال بإجماع المسلمين ما لم تذبح لغير الله ,True,0.0056860862169080505,1.0,4.625479698181152,
MiniLM-L12,mini_reranker,miniReranker Arabic v1,55,حكم الصيد بالجوارح (غير الكلب):,ب, ج: الصيد بالجوارح (غير الكلب) مكروه عند الجمهور ,False,0.00616976802746866,0.0,4.718127489089966,
MiniLM-L12,mini_reranker,miniReranker Arabic v1,56,حكم الأضحية:,ب, ج: الأضحية فرض كفاية ,False,0.0,0.0,3.091449022293091,
MiniLM-L12,mini_reranker,miniReranker Arabic v1,57,حكم العقيقة عن المولود:,ب, ج: العقيقة فرض كفاية ,False,0.0,0.0,3.7488701343536377,
MiniLM-L12,mini_reranker,miniReranker Arabic v1,58,حكم الجهاد في سبيل الله:,ب, ب: الجهاد فرض كفاية بإجماع العلماء ,True,0.007986728673290205,1.0,3.9660322666168213,
MiniLM-L12,mini_reranker,miniReranker Arabic v1,59,حكم قتال المرتد:,ب, ب: قتال المرتد واجب بإجماع العلماء ,True,0.007986728673290205,1.0,3.793217182159424,
MiniLM-L12,mini_reranker,miniReranker Arabic v1,60,حكم قتال البغاة:,ب, ب: قتال البغاة واجب بإجماع العلماء ,True,0.007986728673290205,1.0,2.8732261657714844,
MiniLM-L12,mini_reranker,miniReranker Arabic v1,61,حكم قتال أهل الذمة:,ب, ب: قتال أهل الذمة محرم بإجماع العلماء ما لم ينقضوا العهد ,True,0.005354194904142114,1.0,3.8812296390533447,
MiniLM-L12,mini_reranker,miniReranker Arabic v1,62,حكم الجزية:,ب, ب: الجزية واجبة على أهل الكتاب بإجماع العلماء ,True,0.006389329974674238,1.0,3.7531578540802,
MiniLM-L12,mini_reranker,miniReranker Arabic v1,63,حكم الرق (العبودية):,ب, ب: الرق مشروع في بعض الحالات وبشروط بإجماع العلماء ,True,0.005869389976559867,1.0,3.127354860305786,
MiniLM-L12,mini_reranker,miniReranker Arabic v1,64,حكم العتق:,ب, الجواب: ج: العتق مكروه عند الجمهور ,False,0.007986728673290205,0.0,2.645566463470459,
MiniLM-L12,mini_reranker,miniReranker Arabic v1,65,حكم الولاء:,ب, الجواب: ب: الولاء للمسلم على المسلم واجب بإجماع العلماء ,True,0.005433186420677938,1.0,3.0379977226257324,
MiniLM-L12,mini_reranker,miniReranker Arabic v1,66,حكم شهادة الزور:,ب, ب: شهادة الزور محرمة بإجماع المسلمين ,True,0.007633935801913548,1.0,3.5902256965637207,
MiniLM-L12,mini_reranker,miniReranker Arabic v1,67,حكم القضاء في الإسلام:,ب, ب: القضاء واجب على الكفاية بإجماع العلماء ,True,0.006883858510498897,1.0,3.5262131690979004,
MiniLM-L12,mini_reranker,miniReranker Arabic v1,68,حكم المظالم:,ب, ب: المظالم محرمة بإجماع المسلمين ,True,0.008377152169377823,1.0,2.8339600563049316,
MiniLM-L12,mini_reranker,miniReranker Arabic v1,69,حكم أخذ مال المسلم بغير حق:,ب, ب: أخذ مال المسلم محرم بإجماع المسلمين ,True,0.007313425995364251,1.0,4.079879283905029,
MiniLM-L12,mini_reranker,miniReranker Arabic v1,70,حكم المهر في النكاح:,ب, ب: المهر واجب بإجماع العلماء ,True,0.0092991042878441,1.0,4.874756813049316,
MiniLM-L12,mini_reranker,miniReranker Arabic v1,71,حكم الصداق (الهبة من الرجل لزوجته):,ب, ب: الصداق جائز ومستحب بإجماع العلماء ,True,0.007633935801913548,1.0,3.3532538414001465,
MiniLM-L12,mini_reranker,miniReranker Arabic v1,72,حكم الإعسار في الدين:,ب, ب: ينظر المعسر بإجماع العلماء ,True,0.009048295247234425,1.0,3.0536274909973145,
MiniLM-L12,mini_reranker,miniReranker Arabic v1,73,حكم الإفلاس:,ب, ب: يعلن إفلاسه بإجماع العلماء ,True,0.009048295247234425,1.0,2.9487662315368652,
MiniLM-L12,mini_reranker,miniReranker Arabic v1,74,حكم التفليس:,ب, الإجابة الصحيحة هي: أ: التفليس محرم بإجماع العلماء ,False,0.005869389976559867,0.0,3.1148934364318848,
MiniLM-L12,mini_reranker,miniReranker Arabic v1,75,حكم الكفالة:,ب, ب: الكفالة جائزة بإجماع العلماء ,True,0.008588486560503192,1.0,3.689347982406616,
MiniLM-L12,mini_reranker,miniReranker Arabic v1,76,حكم الضمان:,ب, الجواب: ج: الضمان مكروه عند الجمهور ,False,0.007805988703535686,0.0,3.6296679973602295,
MiniLM-L12,mini_reranker,miniReranker Arabic v1,77,حكم الإيلاء (اليمين على عدم قربان الزوجة):,ب, الجواب: أ: الإيلاء محرم بإجماع العلماء ,False,0.007313425995364251,0.0,4.272912502288818,
