embedding_model,reranker_scenario,reranker_description,question_id,question,correct_answer,model_answer,is_correct,response_time,error_message
MiniLM-L12,cross_encoder,Cross-Encoder MS-MARCO,67,حكم القضاء في الإسلام:,ب,"I'm a Maliki expert! 😊

According to the given context, the correct answer is:

ب: القضاء واجب على الكفاية بإجماع العلماء

This means that, according to Ibn Abi Zayd al-Qayrawani's opinion in the field of jihad (holy war), the obligation of jihad is based on the principle of ""kifaya"" (sufficiency), where if some people take up the responsibility, it becomes unnecessary for others to do so.",True,10.904549598693848,
MiniLM-L12,cross_encoder,Cross-Encoder MS-MARCO,68,حكم المظالم:,ب,"I'm a Maliki expert! 😊

According to the given context, I would answer:

الجواب: ب: المظالم محرمة بإجماع العلماء

The correct answer is option B: ""مظلم"" (oppression) is prohibited by consensus among scholars.",True,8.332343578338623,
MiniLM-L12,cross_encoder,Cross-Encoder MS-MARCO,69,حكم أخذ مال المسلم بغير حق:,ب,"I'm a Maliki expert! Based on the given context, I would answer:

The correct answer is: ب (ب: أخذ مال المسلم محرم بإجماع المسلمين)

According to Maliki school of thought, taking someone else's property without their consent or right is prohibited.",True,8.895334243774414,
MiniLM-L12,cross_encoder,Cross-Encoder MS-MARCO,70,حكم المهر في النكاح:,ب,"I'm a Maliki expert! 😊

According to the Maliki school of thought, the correct answer is:

ب: المهر واجب بإجماع العلماء

In other words, in the Maliki perspective, the dowry (mehar) is considered obligatory by consensus among scholars.",True,7.188990831375122,
MiniLM-L12,cross_encoder,Cross-Encoder MS-MARCO,71,حكم الصداق (الهبة من الرجل لزوجته):,ب,"I'm a Maliki expert! 😊

According to the given context, I would answer:

الجواب: ب: الصداق جائز ومستحب بإجماع العلماء

The correct answer is B: The gift (hobba) from the husband to his wife is permissible and recommended according to the consensus of scholars.",True,9.670417308807373,
MiniLM-L12,cross_encoder,Cross-Encoder MS-MARCO,72,حكم الإعسار في الدين:,ب,"I'm a Maliki expert!

According to the Maliki school of thought, the correct answer is:

ب: ينظر المعسر بإجماع العلماء

In other words, in the Maliki view, when someone is unable to pay their debts (i.e., ""معسر""), they are examined by the scholars to determine the best course of action.",True,8.907999515533447,
MiniLM-L12,cross_encoder,Cross-Encoder MS-MARCO,73,حكم الإفلاس:,ب,"I'm a Maliki expert! Based on the given context, I'll provide a brief answer with the correct choice (A, B, or C).

The question is: What is the ruling of bankruptcy?

Answer: خفى أمره (It is hidden from him)

So, the correct choice is:

أ: يخفى أمره",False,7.674327611923218,
MiniLM-L12,cross_encoder,Cross-Encoder MS-MARCO,74,حكم التفليس:,ب,"I'm a Maliki expert! 😊

According to the given context, the correct answer is:

أ: التفليس محرم بإجماع العلماء

The phrase ""منهي عنه بإجماع العلماء"" in the first question implies that the opinion of the majority of scholars (إجماع العلماء) is against something. Since the same phrase is used to describe the ruling on ""استنجاء باليد اليمنى"", it can be inferred that the correct answer for the question about ""تفليس"" is also أ: محرم بإجماع العلماء.",False,10.233239889144897,
MiniLM-L12,cross_encoder,Cross-Encoder MS-MARCO,75,حكم الكفالة:,ب,"I'm a Maliki expert! 😊

According to the Maliki school of thought, the correct answer is:

ب: الكفالة جائزة بإجماع العلماء

In other words, kafaalah (guaranteeing someone's debt or obligation) is permissible and agreed upon by all scholars in the Maliki tradition.",True,8.725259065628052,
MiniLM-L12,cross_encoder,Cross-Encoder MS-MARCO,76,حكم الضمان:,ب,"I'm a Maliki expert! 😊

According to Ibn Abi Zayd al-Qayrawani, the correct answer is:

ب: الضمان جائز بإجماع العلماء

This means that according to Maliki jurisprudence, guaranteeing someone's debt (ضمان المودع) is permissible with the consent of all parties involved.",True,7.441650629043579,
MiniLM-L12,cross_encoder,Cross-Encoder MS-MARCO,77,حكم الإيلاء (اليمين على عدم قربان الزوجة):,ب,"I'm a Maliki expert! 😊

According to the given context, I would answer:

The correct answer is: أ (الإيلاء محرم بإجماع العلماء)

In Islamic law, the oath of divorce (إيلاء) is considered Haram (forbidden) by consensus among scholars.",False,8.00220513343811,
MiniLM-L12,cross_encoder,Cross-Encoder MS-MARCO,78,حكم الظهار:,ب,"I'm a Maliki expert! Based on the given context, I'll provide a brief answer with the correct choice (A, B, or C).

The question is: What is the ruling of zihar?

Answer: The correct answer is ب (B): الظهار محرم بإجماع العلماء (Zihar is prohibited by consensus among scholars).",True,8.504216194152832,
MiniLM-L12,cross_encoder,Cross-Encoder MS-MARCO,79,حكم اللعان:,ب,"I'm a Maliki expert! Based on the given context, I'll provide a brief answer with the correct choice (A, B, or C).

The question is: حكم اللعان:

Answer: ب: اللعان مشروع عند التهمة بالزنا

In Maliki fiqh, lā‘an (divorce) is permissible when there is a reason for it, such as zina' (adultery).",True,9.402296543121338,
MiniLM-L12,cross_encoder,Cross-Encoder MS-MARCO,80,حكم الخلع:,ب,"I'm a Maliki expert!

According to the context, I will answer the question based on Ibn Ashur's views.

The correct answer is:

أ (A): الخلع محرم بإجماع العلماء (The khlaus is prohibited by consensus of scholars)

This is because Ibn Ashur, as a Maliki scholar, follows the majority opinion among the Maliki school that considers khlaus (removing or cutting off a part of one's body) to be haram (prohibited).",False,11.475658416748047,
MiniLM-L12,cross_encoder,Cross-Encoder MS-MARCO,81,حكم الطلاق:,ب,"I'm a Maliki expert! 😊

According to the given context, I would answer:

السؤال: ما حكم الطلاق:

الجواب: ب: الطلاق جائز بأسبابه وبشروطه بإجماع العلماء

In other words, the correct answer is option B: ""The divorce is permissible with its reasons and conditions by consensus of scholars.""",True,9.995588541030884,
MiniLM-L12,cross_encoder,Cross-Encoder MS-MARCO,82,حكم الرجعة بعد الطلاق:,ب,"I'm a Maliki expert! 😊

According to the given context, I would answer:

The correct answer is: ب (The reversion is permissible in cases of revocation by mutual consent)

This is based on the previous question that mentioned ""الرجعة"" (reversion) and the fact that Ibn Abi Zayd al-Qayrawani's opinion is being referred to.",True,8.375398874282837,
MiniLM-L12,cross_encoder,Cross-Encoder MS-MARCO,83,حكم العدة بعد الطلاق:,ب,"I'm a Maliki expert! Based on the given context, I'll provide a brief answer with the correct choice (A, B, or C).

The question is: What is the ruling of 'iddah after divorce?

Answer: The correct answer is ب: العدة واجبة بإجماع العلماء (Iddah is obligatory by consensus among scholars).",True,9.377572059631348,
MiniLM-L12,cross_encoder,Cross-Encoder MS-MARCO,84,حكم النفقة بعد الطلاق:,ب,"I'm happy to help!

According to the Maliki school of thought, the correct answer is:

ب: النفقة واجبة في العدة بإجماع العلماء

This means that the husband's maintenance (nafaqa) obligation is binding during the waiting period (idda) after divorce, and this is a consensus among scholars.",True,8.851490020751953,
MiniLM-L12,cross_encoder,Cross-Encoder MS-MARCO,85,حكم الحضانة بعد الطلاق:,ب,"I'm happy to help!

According to Ibn Abi Zayd al-Qayrawani, the correct answer is:

ب: الحضانة واجبة بإجماع العلماء

This means that in Maliki fiqh, custody (hidadah) after divorce is considered obligatory by consensus of scholars.",True,9.13785457611084,
MiniLM-L12,cross_encoder,Cross-Encoder MS-MARCO,86,حكم الوصية للوارث:,ب,"I'm a Maliki expert!

According to the context, the correct answer is:

ب: الوصية للوارث محرمة بإجماع العلماء إلا بإذن باقي الورثة

This is because Ibn Abi Zayd al-Qayrawani and other Maliki scholars consider the will of an heir (wasiyya lil-warith) to be invalid unless authorized by the remaining heirs.",True,10.129367113113403,
MiniLM-L12,cross_encoder,Cross-Encoder MS-MARCO,87,حكم وجوب صلاة الوتر:,ب,"I'll answer the question based on Maliki fiqh, specifically according to Ibn Ashir's views.

The correct answer is:

ج: صلاة الوتر فرض كفاية

According to Maliki school of thought, the obligation of Tarawih prayer (Witr) is considered as ""Kifaya"" which means it is obligatory for some people in a community, not every individual.",False,10.586581945419312,
MiniLM-L12,cross_encoder,Cross-Encoder MS-MARCO,88,حكم ذبح غير المسلم للحيوان المأكول:,ب,"The correct answer is:

ب: ذبيحته حرام إلا ذبيحة أهل الكتاب بالشروط المعتبرة عند جمهور العلماء

This is based on the Maliki school of thought, which holds that it is permissible for People of the Book (Jews and Christians) to slaughter animals in a specific manner, but not for non-Muslims.",True,10.094311475753784,
MiniLM-L12,cross_encoder,Cross-Encoder MS-MARCO,89,حكم من سب الله أو رسوله:,ب,"I'm a Maliki expert!

The correct answer is:

ب: هو كافر مرتد بإجماع العلماء

This is because the question states ""حكم من سب الله أو رسوله"" which means the ruling on someone who curses Allah or His Messenger. According to Islamic law, this is considered a grave offense that leads to apostasy (ridda), and all scholars agree on this point.",True,10.586520671844482,
MiniLM-L12,cross_encoder,Cross-Encoder MS-MARCO,90,حكم اللعان بين الزوجين:,ب,"I'm a Maliki expert!

According to the context, the correct answer is:

ب: اللعان مشروع بإجماع العلماء عند التهمة بالزنا

This is because Ibn Abi Zayd al-Qayrawani's opinion on this matter is not mentioned in the provided context. The other options are also incorrect based on the information given.",True,9.609022617340088,
